Gene	Length	logFC	logCPM	F	PValue	FDR
AT4G19520	6180	1.2062354789249	6.88491095391446	219.843038604111	3.67923313272276e-12	6.85394613586641e-10
AT1G08050	2490	3.08020533543647	3.54767970147361	226.111574721946	3.79978402322704e-12	6.99807950732281e-10
AT1G06650	1481	0.910570988066804	5.45047893858098	218.157812629066	3.94583150188113e-12	7.18540350011094e-10
AT3G47800	1450	1.37723214767476	4.94841517007585	217.811738648527	4.00317247001747e-12	7.20882402461923e-10
AT3G47780	3281	2.51784556330628	2.78085215481923	216.851045134186	4.1672168266553e-12	7.4217673746816e-10
AT1G10340	2042	3.31596318861485	5.54440479225193	244.26577818286	4.65112132123327e-12	8.19355687535083e-10
AT5G65750	3542	0.815367751325933	6.16768961772118	212.629596629386	4.98128097416532e-12	8.68081943530078e-10
AT3G51440	1329	2.71881192967844	3.61744375634551	215.49395919186	5.07224945069673e-12	8.74531349440871e-10
AT1G34420	3351	1.88068444800664	3.42153367200422	211.88739169456	5.14176321702651e-12	8.77184804824723e-10
AT5G58940	2578	1.63924991309829	3.55457864064026	210.016128725038	5.5722377441245e-12	9.26473797392035e-10
AT3G61550	1121	-1.15492001220574	5.21875148163353	209.900753680812	5.60004948747154e-12	9.26473797392035e-10
AT4G18253	1042	4.62001770117729	2.7594474282756	220.523783956706	5.60217388439683e-12	9.26473797392035e-10
AT2G14080	4056	0.923005275219387	6.4532345038871	207.454252950509	6.22730517325663e-12	1.0133387948325e-09
AT1G34430	1838	-0.970975063697596	6.18484579286347	207.361816078492	6.25247605869375e-12	1.0133387948325e-09
AT5G35360	2201	-1.14640355737843	7.77032754581817	206.727732840237	6.42818993064734e-12	1.02090083219297e-09
AT5G01790	1236	-2.17767085821224	4.01931629852907	206.528823410995	6.4844259024279e-12	1.02090083219297e-09
AT1G65790	2925	2.6054738245403	4.39592340917148	216.695298260472	6.48810919453792e-12	1.02090083219297e-09
AT2G44380	1196	4.14113335695295	3.29114912501972	221.271596770027	6.62425017632672e-12	1.03230021738199e-09
AT1G80460	2128	1.46682275253707	6.36933235446586	205.681277957783	6.73019380710629e-12	1.03882143839783e-09
AT4G14880	1694	0.786485640860158	8.22124492132297	204.561678092098	7.07071557263114e-12	1.08108572910974e-09
AT4G04500	2209	4.57202519819055	2.04911495188287	204.058675246856	7.57719586991315e-12	1.14213648804605e-09
AT1G53910	1907	0.800479695152596	6.83343802796807	202.901946662185	7.61095456956704e-12	1.14213648804605e-09
AT1G74360	3694	2.42587720914729	4.04746503828322	206.811118764527	7.69104726463033e-12	1.14356700016389e-09
AT3G02520	1643	0.851931570941133	5.9471282539609	202.425473336724	7.77432951224983e-12	1.14544144004575e-09
AT3G14210	1951	-1.3932840721958	11.3414021490866	201.92850358902	7.94885805369728e-12	1.16060488717362e-09
AT5G20620	1572	0.928095881194429	6.26137716280289	201.326556573687	8.16605596232751e-12	1.18167204447716e-09
AT1G04280	2510	1.30955402448654	4.46317296799903	200.769446364647	8.37291117957145e-12	1.20088293351606e-09
AT5G45800	2954	1.68815150175637	5.08301863861359	199.273199360933	8.95760026435908e-12	1.26900189272862e-09
AT5G53550	3038	2.01146439232528	5.4945026218529	205.814162422543	9.06437382625716e-12	1.26900189272862e-09
AT5G24210	1865	2.64942099470074	6.52422085690472	218.473194066258	9.08275557206887e-12	1.26900189272862e-09
AT4G02050	2180	1.54419421066513	4.6082658673551	196.555101476822	1.01382869523083e-11	1.40436937295778e-09
AT4G23470	1858	1.1429592851183	6.82543880483522	196.038818635197	1.03813792684491e-11	1.42585604918435e-09
AT1G30640	2658	1.1083874178506	4.0257912329479	195.751121643063	1.05196220326264e-11	1.42795275355513e-09
AT3G44480	5525	0.861321311733737	7.57437607925844	195.641438408005	1.05728592846681e-11	1.42795275355513e-09
AT4G37900	2907	1.80030215935047	2.08670902593451	195.254058745141	1.07632709225089e-11	1.44165563505042e-09
AT1G14870	1092	3.91637978681324	3.19014166856623	205.8594343617	1.15486734655594e-11	1.52354305514255e-09
AT1G70530	2871	1.83297840543159	5.53428087268134	197.427455156306	1.15626455101211e-11	1.52354305514255e-09
AT5G40720	2613	2.16746625433979	4.15941769940207	193.771324816388	1.26900409467627e-11	1.65860881954986e-09
AT4G21980	945	1.10941281085429	4.85991246510542	190.63457799682	1.33500097978385e-11	1.73090887034855e-09
AT5G10380	1179	2.42876848907607	6.33337656252456	205.829510493422	1.36280218410005e-11	1.75293134902456e-09
AT3G56130	1770	-0.823755274983811	6.26613727112488	189.207665744732	1.42820997092312e-11	1.82084184936069e-09
AT1G01680	1187	3.67841912108978	2.06259233586854	189.062773542272	1.43806846867507e-11	1.82084184936069e-09
AT2G18680	1166	3.2387059864214	0.857455564748212	187.912407046236	1.51905310199158e-11	1.90847237395174e-09
AT5G18170	1851	1.26694178032732	5.89196793700228	187.439620691179	1.55378235956636e-11	1.93402595911263e-09
AT2G26440	2104	2.53985105833207	4.7587876945326	200.712271806251	1.57449770985104e-11	1.93402595911263e-09
AT3G19190	6266	1.06835863041099	5.58383525741403	187.060784463116	1.58224176579659e-11	1.93402595911263e-09
AT3G44670	4393	1.00722796337991	6.81172013917087	186.99652782407	1.58712564053792e-11	1.93402595911263e-09
AT3G12360	2275	0.962360515483648	6.58112954149435	186.818228214158	1.6007646095146e-11	1.93608895719426e-09
AT2G44180	1780	0.992775722374221	5.12837736990096	186.408414939099	1.63260508854591e-11	1.94851867693499e-09
AT3G57400	2006	-0.897716059922438	6.89989201472205	186.376841990155	1.63508693813265e-11	1.94851867693499e-09
AT5G54710	2142	2.1524778880647	5.01213648595834	194.374857097739	1.66537201187621e-11	1.97012293404947e-09
AT2G26560	1644	2.44118221624718	4.02518873984871	191.307870379458	1.68373306011386e-11	1.97741026849749e-09
AT4G11890	1683	3.53179947511843	4.95447919681849	211.769231159228	1.71224414588967e-11	1.99642740089453e-09
AT1G61360	3345	2.28939079617246	3.58877668510555	184.878139775242	1.77595665902612e-11	2.05592354091689e-09
AT2G30250	1776	1.78929545018647	5.51340787243814	187.889417563638	1.79216373530558e-11	2.0599714651133e-09
AT1G45010	2038	-1.46747624732491	4.50720841692486	183.335812063207	1.89479721900825e-11	2.162604121723e-09
AT3G52880	1942	0.755358197890992	7.81943480135291	181.512562412574	2.0721008216246e-11	2.348429231893e-09
AT4G35600	1777	0.818744566489472	5.34042892735703	181.225251160096	2.101671842587e-11	2.36540246894496e-09
AT1G18890	2681	1.32304987125702	5.25028683478986	180.807476536916	2.1455032254941e-11	2.39808074314365e-09
AT4G18570	2438	-1.02714223241935	6.15067188283091	180.322617299583	2.19763951284916e-11	2.42949275944857e-09
AT3G56170	1501	1.44392221021424	3.72953122252423	180.268107885989	2.20358755870266e-11	2.42949275944857e-09
AT3G09840	2895	0.805706162386296	9.49731762146309	180.054728529755	2.2270425707081e-11	2.43876209077474e-09
AT1G24145	1026	2.72355275363854	4.53614449147516	193.648132932728	2.24649130153952e-11	2.44354929691618e-09
AT1G13210	4194	1.5108098621799	6.45993699697345	179.375335769034	2.31073192884608e-11	2.49666882472057e-09
AT2G38290	1979	1.34345052879541	4.74508201931427	178.689038598989	2.38383304013033e-11	2.5585948398273e-09
AT1G69840	1977	1.28366221330955	6.11975865532896	178.49996859738	2.40648165472567e-11	2.56591106435124e-09
AT3G47480	1080	3.08571230470015	4.22514714802514	194.013072941175	2.44203287367055e-11	2.58679913618161e-09
AT1G23840	1244	2.59176915738145	3.11695906022321	178.210089909077	2.46388724032505e-11	2.5930013314252e-09
AT5G48380	2844	1.78132359613847	6.96654877411557	181.462774619934	2.53442852961313e-11	2.65003117286709e-09
AT1G65250	1633	1.67698061451156	2.72310717701571	177.288826176035	2.55730852126487e-11	2.65681405154742e-09
AT1G30730	1946	3.93218024466161	3.15913231188663	189.044900411681	2.60976975762994e-11	2.69404703579035e-09
AT1G64280	2614	1.01244139832527	5.3880058921814	176.372901972957	2.67828695164255e-11	2.7472782674222e-09
AT3G14130	1887	1.00402271548558	2.8099194348159	176.15938816196	2.70738588362982e-11	2.7596605670433e-09
AT5G60280	2312	1.87301267561652	3.09845664253498	175.89487197643	2.74391965588059e-11	2.7675579605237e-09
AT5G16910	4501	1.13958216586655	6.26494193569345	175.856342667871	2.74928630619063e-11	2.7675579605237e-09
AT4G08850	4162	1.69563172187259	8.28777414184584	175.788626689668	2.92828950801066e-11	2.9295548182919e-09
AT1G17290	2378	0.969765296214651	7.58236649598988	174.39791464862	2.96118089926298e-11	2.94428581805859e-09
AT3G13330	5907	1.01874976090979	6.5201648629823	173.868028141936	3.04257141705907e-11	2.97740388648604e-09
AT4G38560	1793	3.18163128671041	3.37437920517079	182.055297002878	3.04763592730752e-11	2.97740388648604e-09
AT3G01290	1663	2.51506763926682	7.15377666613823	189.863524325612	3.05791835334191e-11	2.97740388648604e-09
AT4G29900	4296	1.38162902549645	7.25936972129703	173.705841381946	3.06797340064891e-11	2.97740388648604e-09
AT4G26870	1940	0.574920089092028	6.4818851883574	173.14079007044	3.15831402342462e-11	3.04683305819303e-09
AT1G01090	1896	-0.659140612847703	7.89779375196393	172.375629866997	3.28535165384443e-11	3.15063279608619e-09
AT4G23700	2817	5.27425825183153	1.89891342788608	175.788957786845	3.40625494563336e-11	3.24736317081646e-09
AT3G55580	1742	-1.48169356958498	3.44020838986847	171.228423561008	3.48649226280897e-11	3.28238668733798e-09
AT1G59620	3021	0.939829108587122	4.5194618599793	171.165047169922	3.49799289679345e-11	3.28238668733798e-09
AT4G04610	1935	-2.12208865754613	4.0258553163299	171.133403161681	3.50375082932974e-11	3.28238668733798e-09
AT5G17990	2105	2.04563885740458	5.55823981849337	179.856003426203	3.53168007513764e-11	3.28953672285952e-09
AT5G52060	2121	-0.883701398889172	6.36691425632578	170.605079132735	3.60144290155248e-11	3.33168490933989e-09
AT1G73805	2397	2.61015048299294	5.16559215496875	186.585807994083	3.61804494381329e-11	3.33168490933989e-09
AT4G23850	2425	0.764402611854732	8.08373683080304	170.164885772952	3.68513208364666e-11	3.3742901513933e-09
AT3G28130	1887	-1.34875881520587	4.668537944549	169.15956618511	3.88441013743082e-11	3.52476848707134e-09
AT5G40780	2287	2.64676214688696	5.4350219579701	186.884793867347	3.89296945261782e-11	3.52476848707134e-09
AT1G65845	777	2.55936211974186	6.32147224079069	186.220259371642	4.01238181760799e-11	3.61270400655404e-09
AT1G34180	2303	3.04742801321989	2.09953903385431	167.356600458746	4.27221143089462e-11	3.82539948400602e-09
AT3G26500	1855	3.02276449057204	3.13494359970997	170.72744751542	4.59750814188436e-11	4.09405573931428e-09
AT2G29400	1486	0.998876454431392	6.21046594998782	165.653553267444	4.67799391626165e-11	4.12339223425958e-09
AT4G25170	1548	0.807338388624222	6.37835589293504	165.640209976615	4.68133628125972e-11	4.12339223425958e-09
AT1G09310	989	-1.57824734448897	10.169503053158	165.207171155921	4.79124915193687e-11	4.19739324353735e-09
AT1G34210	2554	-0.93994106087447	4.42339142820238	164.923373338874	4.86482244867609e-11	4.23570330685312e-09
AT1G30900	2567	3.0353656110247	4.39431634945307	181.689570413024	4.90133589347816e-11	4.23570330685312e-09
AT2G25620	1926	-1.27052192172275	3.18110921726068	164.629640655639	4.94228404690171e-11	4.23570330685312e-09
AT2G24200	2009	0.793102671228244	7.47202510992686	164.589595277939	4.95294941510582e-11	4.23570330685312e-09
AT2G17720	1426	1.00641513701793	4.66751058614463	164.542015045145	4.96565452151597e-11	4.23570330685312e-09
AT3G15095	2461	-0.754080801077218	7.14410177198773	164.158574819295	5.06936272525546e-11	4.28989373632286e-09
AT5G09290	1301	3.63080847067067	2.39956086079625	166.286825361539	5.10099186290631e-11	4.28989373632286e-09
AT3G15355	2307	0.767381136765641	4.44580896425753	164.015779699513	5.10859191158334e-11	4.28989373632286e-09
AT4G04510	2271	5.85586332029163	1.88710628763046	169.777718097281	5.3113740189225e-11	4.43718756312768e-09
AT5G37740	1155	1.63232505590676	3.02190634200703	162.983410832138	5.40235774454292e-11	4.49005189568242e-09
AT3G26210	2189	3.13190611137859	5.6329198806397	184.836837842594	5.56678825152058e-11	4.60310904042827e-09
AT1G77510	1888	1.40178017208242	5.22122159663877	162.196965793707	5.63863458472937e-11	4.63885029008675e-09
AT4G12910	2177	-0.76377917595803	5.02675700515787	161.670709629932	5.80308884309794e-11	4.75003337778224e-09
AT4G23570	1764	1.19113335129199	6.01306954745405	161.549910576211	5.84157938428445e-11	4.75751141111046e-09
AT2G13790	2502	1.72129274985911	5.95274894265939	165.823647239202	5.91359536806789e-11	4.77448669605836e-09
AT1G24530	1479	2.37484849537365	2.72189503152237	161.302351168274	5.92134155554841e-11	4.77448669605836e-09
AT4G26060	1008	1.38168659760351	3.56968705760326	160.888229642347	6.0574642345027e-11	4.85362207313323e-09
AT3G17700	2896	1.00716638048685	4.96286451242242	160.822511756938	6.07938101342658e-11	4.85362207313323e-09
AT2G39518	943	4.16974958393341	1.21338667397343	160.631264322606	6.14366010400902e-11	4.88089702478795e-09
AT5G23750	1212	-2.001526729118	5.06502425949544	166.770803491153	6.23748567031355e-11	4.93126489067179e-09
AT1G33720	3017	3.17436591193949	4.70873613001741	180.728951330178	6.3095623466243e-11	4.96403286173495e-09
AT1G21450	2566	0.828665421068407	5.49555980267682	159.964062294901	6.3738391831678e-11	4.99037737399036e-09
AT3G15950	2604	-3.0407969375474	6.20943175043046	181.083356016349	6.42839863571293e-11	5.0088969562019e-09
AT1G26420	1818	4.10011140007847	2.51594614273059	165.739539398061	6.60950110651022e-11	5.12027511018009e-09
AT5G62670	3293	-1.45923040096127	8.05448496372565	159.239753207914	6.63452689046596e-11	5.12027511018009e-09
AT5G58720	2256	0.738919623942157	6.17561575355423	159.001496954018	6.72282761200832e-11	5.14350485943646e-09
AT3G46080	786	4.18322026917491	1.12872812907265	158.98738225994	6.72809915592355e-11	5.14350485943646e-09
AT3G54640	1456	2.35431567081221	5.15389708887411	170.940519265477	6.85105639436421e-11	5.21291413067891e-09
AT1G25425	1464	-1.25919122912731	3.11934529323916	158.239831749194	7.01390759121958e-11	5.24882947738239e-09
AT5G42830	1668	4.26857968477539	3.19610085987338	172.900611526154	7.01541243946356e-11	5.24882947738239e-09
AT5G08380	1668	1.62112959669818	4.54855851994213	158.117855089698	7.06179906827909e-11	5.24882947738239e-09
AT2G24180	1830	0.875183724602395	5.7830951713615	158.113459217336	7.06353172242199e-11	5.24882947738239e-09
AT3G19930	2381	1.07534284746921	6.26668265299285	158.107236641465	7.06598518104647e-11	5.24882947738239e-09
AT5G66620	2670	1.71331252300523	2.49706487836281	158.027313761969	7.09758103597011e-11	5.24882947738239e-09
AT4G27260	2357	2.27996308148973	4.91692230846912	168.483893975909	7.12496134401263e-11	5.24882947738239e-09
AT5G25910	2436	3.6413097033617	1.62105518537172	157.464228251073	7.32464550290507e-11	5.36268431649364e-09
AT4G05160	2198	0.640969754313519	5.61505684995122	157.413018087934	7.3456896295526e-11	5.36268431649364e-09
AT2G15040	1918	1.82650318856213	2.63485896010477	156.525868027657	7.72102596781583e-11	5.59350094166497e-09
AT1G67590	1875	-1.58145634717736	3.78778150551235	156.503214048333	7.73088301926916e-11	5.59350094166497e-09
AT3G25560	2426	-1.12677825002048	3.94967190668381	156.314374489281	7.81359105308246e-11	5.61914297576283e-09
AT4G34390	3256	1.53448739103727	6.11794882236708	158.028744845546	7.83566553046461e-11	5.61914297576283e-09
AT5G14930	2202	1.41867793909829	5.20689911631043	155.964722296216	7.96931688038609e-11	5.6898113956131e-09
AT3G09490	1321	1.56798003926564	1.87017342566562	155.540030813741	8.16307782637658e-11	5.80258782158268e-09
AT1G15740	2295	1.26460202082889	6.31032110572489	155.370558636504	8.24184119077825e-11	5.8329921475521e-09
AT2G15042	1726	2.03793054910373	2.79100321838082	155.149405582093	8.34588512694824e-11	5.88094609793262e-09
AT1G74720	3905	-0.683845950391959	5.85962879460204	154.743712008587	8.54052987123707e-11	5.99205054645624e-09
AT1G51270	3205	1.93212718211613	4.07548915269371	155.892346768382	8.65754610512717e-11	6.04796766059466e-09
AT5G23280	2043	-0.886721997171899	6.04774257890833	154.293782538698	8.76226529549646e-11	6.09485122936099e-09
AT4G23650	2035	0.668934985392559	7.51216733146529	153.707708660476	9.06065948128911e-11	6.26983185616019e-09
AT3G63120	1840	-0.985680477026987	5.43259268399341	153.58982549447	9.12202065847607e-11	6.26983185616019e-09
AT5G44130	1225	-1.12003296197838	6.30095783945779	153.574781888441	9.12988411213553e-11	6.26983185616019e-09
AT4G03200	2980	0.955626668168798	5.42117700858156	152.749487469627	9.57293095436096e-11	6.53047252707191e-09
AT2G45180	970	-1.02088786635271	10.5004412678642	152.718525282123	9.5900071663054e-11	6.53047252707191e-09
AT3G20500	1542	0.975503956359175	5.97407781810526	152.522988909171	9.69862709988182e-11	6.57680541455166e-09
AT5G53370	2098	1.11127103027611	6.88733432811431	152.426314521577	9.75282945988598e-11	6.58600446068217e-09
AT4G31500	1900	1.72274570185182	9.06120551751552	154.023154175857	9.94076497008444e-11	6.68506132241322e-09
AT3G47160	2102	1.42876761046797	3.73969933436449	151.787766369948	1.01193345044306e-10	6.76165779757013e-09
AT4G25070	2673	3.18878630395658	3.6080441910161	162.724982642747	1.01381060332544e-10	6.76165779757013e-09
AT3G25860	2070	-0.965849535180003	6.50585305893601	151.368278390587	1.03683514894376e-10	6.85913677576987e-09
AT3G09540	1783	-1.55577782243919	3.64834932853756	151.367357577667	1.03689054733363e-10	6.85913677576987e-09
AT1G58225	792	2.90773746420053	2.27309901922328	150.93234722193	1.06343012412161e-10	7.0061024478207e-09
AT1G68690	3534	1.51917819822015	3.01267842731338	150.194367303003	1.11018154816375e-10	7.28449892756677e-09
AT3G18370	3794	0.99855652566527	6.60239492683045	149.620036390715	1.14813300696953e-10	7.50314179191742e-09
AT5G24870	2872	1.54782842427962	4.34677168162531	149.165974101458	1.17914920118176e-10	7.63265885725402e-09
AT1G50740	819	1.56030168241119	3.6851769582885	149.107665704592	1.18319856432583e-10	7.63265885725402e-09
AT5G21100	2170	-0.984405217304578	6.92574992349806	149.07550344237	1.18543870019183e-10	7.63265885725402e-09
AT3G57090	1271	0.70650030083313	5.24613289509556	148.960443036048	1.19349111058002e-10	7.63265885725402e-09
AT1G73810	1510	3.4311950650155	1.77784655755716	148.943935731291	1.19465129446946e-10	7.63265885725402e-09
