	geneSet	description	link	size	overlap	expect	enrichmentRatio	pValue	FDR	overlapId	userId
11	GO:0006955	immune response	http://amigo.geneontology.org/amigo/term/GO:0006955	385	15	3.8761332057765	3.86983604630663	9.09652084279955e-06	0.00197635120718354	819907;820141;826809;830943;831863;833523;835358;835639;838043;838336;842430;842436;2746202;7922469;28720712	AT5G10760;AT1G17600;AT1G61360;AT2G15042;AT5G48657;AT1G14780;AT5G55460;AT5G52810;AT4G12010;AT3G09830;AT1G61420;AT5G35580;AT3G07195;AT5G05300;AT5G03350
12	GO:0006022	aminoglycan metabolic process	http://amigo.geneontology.org/amigo/term/GO:0006022	29	5	0.291968475240308	17.1251365267592	9.64073759601725e-06	0.00197635120718354	818961;818964;823908;828131;837724	AT4G01700;AT2G43620;AT3G47540;AT1G02360;AT2G43590
13	GO:0036294	cellular response to decreased oxygen levels	http://amigo.geneontology.org/amigo/term/GO:0036294	30	5	0.30203635369687	16.5542986425339	1.1474458509797e-05	0.00201622628100719	827694;839180;839183;841797;842139	AT4G19520;AT1G57630;AT1G53620;AT1G26410;AT1G26380
14	GO:0071453	cellular response to oxygen levels	http://amigo.geneontology.org/amigo/term/GO:0071453	30	5	0.30203635369687	16.5542986425339	1.1474458509797e-05	0.00201622628100719	827694;839180;839183;841797;842139	AT4G19520;AT1G57630;AT1G53620;AT1G26410;AT1G26380
15	GO:1901071	glucosamine-containing compound metabolic process	http://amigo.geneontology.org/amigo/term/GO:1901071	31	5	0.312104232153433	16.0202890089038	1.35694418467169e-05	0.00222538846286158	818961;818964;823908;828131;837724	AT4G01700;AT2G43620;AT3G47540;AT1G02360;AT2G43590
16	GO:0031347	regulation of defense response	http://amigo.geneontology.org/amigo/term/GO:0031347	263	12	2.6478520340759	4.53197529377355	1.55692475989344e-05	0.00239377181833617	819907;820141;827084;827913;827916;830142;835358;838336;839544;2746202;7922469;28720712	AT1G17600;AT4G39830;AT4G03450;AT2G15042;AT5G48657;AT5G52810;AT4G14390;AT3G09830;AT3G07195;AT4G03460;AT1G02660;AT5G05300
17	GO:0002376	immune system process	http://amigo.geneontology.org/amigo/term/GO:0002376	417	15	4.1983053163865	3.57287021061883	2.31982303470213e-05	0.00335692039139249	819907;820141;826809;830943;831863;833523;835358;835639;838043;838336;842430;842436;2746202;7922469;28720712	AT5G10760;AT1G17600;AT1G61360;AT2G15042;AT5G48657;AT1G14780;AT5G55460;AT5G52810;AT4G12010;AT3G09830;AT1G61420;AT5G35580;AT3G07195;AT5G05300;AT5G03350
18	GO:0045087	innate immune response	http://amigo.geneontology.org/amigo/term/GO:0045087	377	14	3.795590178124	3.68849094422507	3.08203959109576e-05	0.00421212077449754	819907;820141;826809;830943;831863;835358;835639;838043;838336;842430;842436;2746202;7922469;28720712	AT5G10760;AT1G17600;AT1G61360;AT2G15042;AT5G48657;AT1G14780;AT5G55460;AT5G52810;AT4G12010;AT3G09830;AT1G61420;AT3G07195;AT5G05300;AT5G03350
19	GO:0050776	regulation of immune response	http://amigo.geneontology.org/amigo/term/GO:0050776	125	8	1.25848480707029	6.35685067873303	3.98525428602081e-05	0.00515985554926905	819907;820141;833523;835358;838336;2746202;7922469;28720712	AT1G17600;AT2G15042;AT5G48657;AT5G52810;AT3G09830;AT5G35580;AT3G07195;AT5G05300
20	GO:0002682	regulation of immune system process	http://amigo.geneontology.org/amigo/term/GO:0002682	136	8	1.36923147009248	5.84269363854139	7.25559260674746e-05	0.00875728623616815	819907;820141;833523;835358;838336;2746202;7922469;28720712	AT1G17600;AT2G15042;AT5G48657;AT5G52810;AT3G09830;AT5G35580;AT3G07195;AT5G05300
21	GO:0006040	amino sugar metabolic process	http://amigo.geneontology.org/amigo/term/GO:0006040	44	5	0.442986652088743	11.2870218017277	7.79795826381102e-05	0.00875728623616815	818961;818964;823908;828131;837724	AT4G01700;AT2G43620;AT3G47540;AT1G02360;AT2G43590
22	GO:0017001	antibiotic catabolic process	http://amigo.geneontology.org/amigo/term/GO:0017001	102	7	1.02692360256936	6.81647591163162	7.83171939819916e-05	0.00875728623616815	818289;826642;829479;829907;829908;833954;836533	AT5G64120;AT4G10500;AT4G37530;AT4G37520;AT4G33420;AT5G39580;AT2G37130
23	GO:0031349	positive regulation of defense response	http://amigo.geneontology.org/amigo/term/GO:0031349	112	7	1.12760238713498	6.20786199095023	0.000141152644037357	0.0150971958405173	819907;820141;830142;835358;839544;2746202;7922469	AT4G39830;AT2G15042;AT5G48657;AT5G52810;AT3G09830;AT3G07195;AT1G02660
24	GO:0009061	anaerobic respiration	http://amigo.geneontology.org/amigo/term/GO:0009061	11	3	0.110746663022186	27.0888523241464	0.000156495954314884	0.0160408353172756	820163;838540;840201	AT3G10020;AT1G33055;AT1G19530
25	GO:0042743	hydrogen peroxide metabolic process	http://amigo.geneontology.org/amigo/term/GO:0042743	115	7	1.15780602250467	6.04591776509935	0.000166425870088971	0.0163763056167547	818289;827834;829479;829907;829908;833954;836533	AT5G64120;AT4G37530;AT4G37520;AT4G33420;AT5G39580;AT2G37130;AT4G20860
26	GO:0045088	regulation of innate immune response	http://amigo.geneontology.org/amigo/term/GO:0045088	118	7	1.18800965787436	5.89220799141038	0.00019524177558905	0.0184728756903486	819907;820141;835358;838336;2746202;7922469;28720712	AT1G17600;AT2G15042;AT5G48657;AT5G52810;AT3G09830;AT3G07195;AT5G05300
27	GO:0009966	regulation of signal transduction	http://amigo.geneontology.org/amigo/term/GO:0009966	406	13	4.08755865336431	3.18038249782672	0.000256910495404439	0.0229002153667027	814683;818403;827084;827913;827916;828718;829691;829946;833752;838136;843418;844383;28717277	AT2G01540;AT4G37900;AT4G03450;AT1G70810;AT5G37740;AT1G15670;AT4G26120;AT1G80440;AT4G14390;AT4G35380;AT4G03460;AT2G38240;AT1G29290
28	GO:0046777	protein autophosphorylation	http://amigo.geneontology.org/amigo/term/GO:0046777	207	9	2.08405084050841	4.31851268935668	0.000260652857832389	0.0229002153667027	823679;826456;832662;836150;838236;839850;840475;842064;843777	AT1G16670;AT1G74360;AT4G08850;AT5G60280;AT1G35710;AT5G25930;AT1G56120;AT3G45410;AT1G29720
29	GO:0023051	regulation of signaling	http://amigo.geneontology.org/amigo/term/GO:0023051	413	13	4.15803380256025	3.12647770972796	0.000302711068598471	0.0254028823921444	814683;818403;827084;827913;827916;828718;829691;829946;833752;838136;843418;844383;28717277	AT2G01540;AT4G37900;AT4G03450;AT1G70810;AT5G37740;AT1G15670;AT4G26120;AT1G80440;AT4G14390;AT4G35380;AT4G03460;AT2G38240;AT1G29290
30	GO:0010646	regulation of cell communication	http://amigo.geneontology.org/amigo/term/GO:0010646	414	13	4.16810168101681	3.11892583120205	0.000309791248684688	0.0254028823921444	814683;818403;827084;827913;827916;828718;829691;829946;833752;838136;843418;844383;28717277	AT2G01540;AT4G37900;AT4G03450;AT1G70810;AT5G37740;AT1G15670;AT4G26120;AT1G80440;AT4G14390;AT4G35380;AT4G03460;AT2G38240;AT1G29290
31	GO:0015914	phospholipid transport	http://amigo.geneontology.org/amigo/term/GO:0015914	33	4	0.332239989066557	12.0394899218429	0.000325353854148669	0.0256571529288709	820493;822148;830121;843201	AT3G13062;AT3G25610;AT1G68710;AT4G39670
32	GO:0051187	cofactor catabolic process	http://amigo.geneontology.org/amigo/term/GO:0051187	129	7	1.29875632089654	5.38977165105756	0.000337244156043082	0.0256571529288709	818289;826798;829479;829907;829908;833954;836533	AT5G64120;AT4G37530;AT4G37520;AT4G33420;AT5G39580;AT2G37130;AT4G11910
33	GO:0001666	response to hypoxia	http://amigo.geneontology.org/amigo/term/GO:0001666	60	5	0.604072707393741	8.27714932126697	0.000344181319777537	0.0256571529288709	827694;839180;839183;841797;842139	AT4G19520;AT1G57630;AT1G53620;AT1G26410;AT1G26380
34	GO:0042744	hydrogen peroxide catabolic process	http://amigo.geneontology.org/amigo/term/GO:0042744	95	6	0.956448453373423	6.27320790664444	0.000401253437307125	0.0290318663463391	818289;829479;829907;829908;833954;836533	AT5G64120;AT4G37530;AT4G37520;AT4G33420;AT5G39580;AT2G37130
35	GO:0009617	response to bacterium	http://amigo.geneontology.org/amigo/term/GO:0009617	484	14	4.87285317297617	2.87306009498523	0.000418768717751261	0.0294334584476601	817184;819130;820141;823671;823679;825837;826642;826809;828718;836150;838236;841616;7922469;28720712	AT1G16670;AT2G26440;AT1G51890;AT5G60280;AT2G15042;AT3G45410;AT4G10500;AT4G12010;AT4G26120;AT3G45330;AT4G04960;AT3G09830;AT5G05300;AT2G45220
36	GO:0016999	antibiotic metabolic process	http://amigo.geneontology.org/amigo/term/GO:0016999	223	9	2.2451368958134	4.00866424527728	0.000449503978344534	0.0307161051868765	818289;820141;826642;827834;829479;829907;829908;833954;836533	AT5G64120;AT4G10500;AT3G09830;AT4G37530;AT4G37520;AT4G33420;AT5G39580;AT2G37130;AT4G20860
37	GO:1903829	positive regulation of cellular protein localization	http://amigo.geneontology.org/amigo/term/GO:1903829	16	3	0.161086055304998	18.6235859728507	0.000511736896666726	0.0339075522832891	829663;830013;838236	AT1G16670;AT4G38560;AT4G35110
38	GO:0080134	regulation of response to stress	http://amigo.geneontology.org/amigo/term/GO:0080134	382	12	3.84592957040682	3.1201819430954	0.000523775197871945	0.0339075522832891	819907;820141;827084;827913;827916;830142;835358;838336;839544;2746202;7922469;28720712	AT1G17600;AT4G39830;AT4G03450;AT2G15042;AT5G48657;AT5G52810;AT4G14390;AT3G09830;AT3G07195;AT4G03460;AT1G02660;AT5G05300
39	GO:0036293	response to decreased oxygen levels	http://amigo.geneontology.org/amigo/term/GO:0036293	67	5	0.674547856589677	7.41237252650773	0.000574929825575055	0.0362648043824265	827694;839180;839183;841797;842139	AT4G19520;AT1G57630;AT1G53620;AT1G26410;AT1G26380
40	GO:0070482	response to oxygen levels	http://amigo.geneontology.org/amigo/term/GO:0070482	68	5	0.684615735046239	7.30336704817674	0.00061553596220576	0.0378554616756542	827694;839180;839183;841797;842139	AT4G19520;AT1G57630;AT1G53620;AT1G26410;AT1G26380
41	GO:0048584	positive regulation of response to stimulus	http://amigo.geneontology.org/amigo/term/GO:0048584	288	10	2.89954899548996	3.44881221719457	0.000711538013902668	0.0426922808341601	814683;819907;820141;830142;833752;835358;839544;843418;2746202;7922469	AT4G39830;AT2G01540;AT1G70810;AT5G37740;AT2G15042;AT5G48657;AT5G52810;AT3G09830;AT3G07195;AT1G02660
