	geneSet	description	link	size	overlap	expect	enrichmentRatio	pValue	FDR	overlapId	userId
11	GO:0080134	regulation of response to stress	http://amigo.geneontology.org/amigo/term/GO:0080134	382	18	5.48175481754818	3.28362004487659	1.15980728214726e-05	0.00259375083098388	819715;819907;820141;820264;820713;827084;827913;827916;830142;830401;830995;835358;838336;839544;2746202;7922469;10723040;28720712	AT1G17600;AT4G39830;AT3G14840;AT4G03450;AT5G48657;AT5G52810;AT2G15042;AT3G05500;AT5G11250;AT4G14390;AT3G09830;AT5G05190;AT4G22305;AT3G07195;AT1G02660;AT4G03460;AT5G05300;AT3G10930
12	GO:0050776	regulation of immune response	http://amigo.geneontology.org/amigo/term/GO:0050776	125	10	1.79376793767938	5.57485714285714	1.32785924221723e-05	0.00272211144654533	819907;820141;820713;833523;835358;838336;2746202;7922469;10723040;28720712	AT1G17600;AT3G14840;AT5G48657;AT5G52810;AT2G15042;AT3G09830;AT4G22305;AT5G35580;AT3G07195;AT5G05300
13	GO:0010200	response to chitin	http://amigo.geneontology.org/amigo/term/GO:0010200	128	10	1.83681836818368	5.44419642857143	1.63527901611005e-05	0.00287848733295745	820768;820901;823751;823813;828718;828929;829032;830840;841413;843885	AT3G46600;AT4G26120;AT3G46080;AT1G49900;AT4G28140;AT4G29110;AT1G75490;AT3G16530;AT5G09800;AT3G15356
14	GO:0017001	antibiotic catabolic process	http://amigo.geneontology.org/amigo/term/GO:0017001	102	9	1.46371463714637	6.14873949579832	1.63816352282131e-05	0.00287848733295745	818289;826642;829479;829795;829907;829908;833954;836531;836533	AT5G64120;AT4G37530;AT4G37520;AT4G10500;AT2G37130;AT4G33420;AT5G39580;AT5G64100;AT4G36430
15	GO:0009617	response to bacterium	http://amigo.geneontology.org/amigo/term/GO:0009617	484	20	6.94546945469455	2.87957497048406	2.56283836738147e-05	0.00420305492250561	817184;817250;819130;820035;820141;820264;823671;823679;824548;825837;826642;826809;828718;829026;836150;838236;841616;7922469;10723040;28720712	AT1G16670;AT2G26440;AT5G60280;AT2G15042;AT4G26120;AT1G51890;AT4G04960;AT3G45410;AT4G12010;AT3G09830;AT3G45330;AT4G10500;AT4G22305;AT3G08870;AT3G53810;AT4G29050;AT2G45220;AT5G05300;AT2G27080;AT3G10930
16	GO:0002682	regulation of immune system process	http://amigo.geneontology.org/amigo/term/GO:0002682	136	10	1.95161951619516	5.12394957983193	2.77050271445534e-05	0.00425964792347508	819907;820141;820713;833523;835358;838336;2746202;7922469;10723040;28720712	AT1G17600;AT3G14840;AT5G48657;AT5G52810;AT2G15042;AT3G09830;AT4G22305;AT5G35580;AT3G07195;AT5G05300
17	GO:0042743	hydrogen peroxide metabolic process	http://amigo.geneontology.org/amigo/term/GO:0042743	115	9	1.65026650266503	5.45366459627329	4.27500922788315e-05	0.00618618982387798	818289;827834;829479;829795;829907;829908;833954;836531;836533	AT5G64120;AT4G37530;AT4G37520;AT2G37130;AT4G20860;AT4G33420;AT5G39580;AT5G64100;AT4G36430
18	GO:0045088	regulation of innate immune response	http://amigo.geneontology.org/amigo/term/GO:0045088	118	9	1.69331693316933	5.31501210653753	5.23545052067975e-05	0.00715511571159566	819907;820141;820713;835358;838336;2746202;7922469;10723040;28720712	AT1G17600;AT3G14840;AT5G48657;AT5G52810;AT2G15042;AT3G09830;AT4G22305;AT3G07195;AT5G05300
19	GO:0042744	hydrogen peroxide catabolic process	http://amigo.geneontology.org/amigo/term/GO:0042744	95	8	1.36326363263633	5.86827067669173	6.77655904570695e-05	0.00835660654862724	818289;829479;829795;829907;829908;833954;836531;836533	AT5G64120;AT4G37530;AT4G37520;AT2G37130;AT4G33420;AT5G39580;AT5G64100;AT4G36430
20	GO:0080167	response to karrikin	http://amigo.geneontology.org/amigo/term/GO:0080167	122	9	1.75071750717507	5.14074941451991	6.79398906392459e-05	0.00835660654862724	816167;818586;828511;828836;829663;831965;834910;839111;28721276	AT1G25275;AT4G35110;AT5G57785;AT5G48540;AT5G18470;AT2G16660;AT2G39980;AT4G27280;AT4G24110
21	GO:0016999	antibiotic metabolic process	http://amigo.geneontology.org/amigo/term/GO:0016999	223	12	3.20008200082001	3.74990390775144	9.76899730045222e-05	0.0111880290828049	818289;820141;826642;827834;829479;829795;829907;829908;833954;835862;836531;836533	AT5G57580;AT5G64120;AT4G37530;AT4G37520;AT3G09830;AT4G10500;AT2G37130;AT4G20860;AT4G33420;AT5G39580;AT5G64100;AT4G36430
22	GO:0015914	phospholipid transport	http://amigo.geneontology.org/amigo/term/GO:0015914	33	5	0.473554735547355	10.5584415584416	0.000100601046629567	0.0111880290828049	820493;822148;830121;838324;839154	AT3G25610;AT1G17500;AT1G26130;AT3G13062;AT4G39670
23	GO:0051187	cofactor catabolic process	http://amigo.geneontology.org/amigo/term/GO:0051187	129	9	1.85116851168512	4.86179401993355	0.000104603523944924	0.0111880290828049	818289;826798;829479;829795;829907;829908;833954;836531;836533	AT5G64120;AT4G37530;AT4G37520;AT2G37130;AT4G33420;AT5G39580;AT5G64100;AT4G11910;AT4G36430
24	GO:0042742	defense response to bacterium	http://amigo.geneontology.org/amigo/term/GO:0042742	415	17	5.95530955309553	2.85459552495697	0.00011489898944439	0.0117771464180499	817250;819130;820035;820141;820264;823671;823679;824548;825837;826809;828718;829026;836150;841616;7922469;10723040;28720712	AT5G60280;AT2G15042;AT4G26120;AT1G51890;AT4G04960;AT3G45410;AT4G12010;AT3G09830;AT3G45330;AT4G22305;AT3G08870;AT3G53810;AT4G29050;AT2G45220;AT5G05300;AT2G27080;AT3G10930
25	GO:0007167	enzyme linked receptor protein signaling pathway	http://amigo.geneontology.org/amigo/term/GO:0007167	177	10	2.539975399754	3.93704600484261	0.000249980717357268	0.0221387648358418	820035;821005;823671;823679;824548;825837;829026;834250;834649;836150	AT3G17410;AT5G42440;AT5G60280;AT4G04960;AT3G45410;AT3G45330;AT5G46080;AT3G08870;AT3G53810;AT4G29050
26	GO:0007178	transmembrane receptor protein serine/threonine kinase signaling pathway	http://amigo.geneontology.org/amigo/term/GO:0007178	177	10	2.539975399754	3.93704600484261	0.000249980717357268	0.0221387648358418	820035;821005;823671;823679;824548;825837;829026;834250;834649;836150	AT3G17410;AT5G42440;AT5G60280;AT4G04960;AT3G45410;AT3G45330;AT5G46080;AT3G08870;AT3G53810;AT4G29050
27	GO:0010243	response to organonitrogen compound	http://amigo.geneontology.org/amigo/term/GO:0010243	249	12	3.57318573185732	3.35834767641997	0.000272453008288931	0.0221387648358418	814880;820768;820901;823751;823813;824077;828718;828929;829032;830840;841413;843885	AT2G03510;AT3G46600;AT4G26120;AT3G46080;AT1G49900;AT3G49160;AT4G28140;AT4G29110;AT1G75490;AT3G16530;AT5G09800;AT3G15356
28	GO:1901698	response to nitrogen compound	http://amigo.geneontology.org/amigo/term/GO:1901698	327	14	4.69249692496925	2.98348623853211	0.000292708819960241	0.0221387648358418	814880;820768;820901;823751;823813;824077;828718;828929;829032;830840;838710;841413;843885;844086	AT2G03510;AT3G46600;AT4G26120;AT1G77500;AT3G46080;AT1G49900;AT3G49160;AT4G28140;AT4G29110;AT1G75490;AT1G21140;AT3G16530;AT5G09800;AT3G15356
29	GO:0006026	aminoglycan catabolic process	http://amigo.geneontology.org/amigo/term/GO:0006026	23	4	0.330053300533005	12.1192546583851	0.000296983430724707	0.0221387648358418	818964;823908;828131;837724	AT4G01700;AT1G02360;AT2G43620;AT3G47540
30	GO:0006030	chitin metabolic process	http://amigo.geneontology.org/amigo/term/GO:0006030	23	4	0.330053300533005	12.1192546583851	0.000296983430724707	0.0221387648358418	818964;823908;828131;837724	AT4G01700;AT1G02360;AT2G43620;AT3G47540
31	GO:0006032	chitin catabolic process	http://amigo.geneontology.org/amigo/term/GO:0006032	23	4	0.330053300533005	12.1192546583851	0.000296983430724707	0.0221387648358418	818964;823908;828131;837724	AT4G01700;AT1G02360;AT2G43620;AT3G47540
32	GO:0046348	amino sugar catabolic process	http://amigo.geneontology.org/amigo/term/GO:0046348	23	4	0.330053300533005	12.1192546583851	0.000296983430724707	0.0221387648358418	818964;823908;828131;837724	AT4G01700;AT1G02360;AT2G43620;AT3G47540
33	GO:1901072	glucosamine-containing compound catabolic process	http://amigo.geneontology.org/amigo/term/GO:1901072	23	4	0.330053300533005	12.1192546583851	0.000296983430724707	0.0221387648358418	818964;823908;828131;837724	AT4G01700;AT1G02360;AT2G43620;AT3G47540
34	GO:0080036	regulation of cytokinin-activated signaling pathway	http://amigo.geneontology.org/amigo/term/GO:0080036	10	3	0.14350143501435	20.9057142857143	0.000325944552116542	0.0235830470060792	825164;838136;844383	AT1G80440;AT1G15670;AT3G59940
35	GO:0016998	cell wall macromolecule catabolic process	http://amigo.geneontology.org/amigo/term/GO:0016998	24	4	0.34440344403444	11.6142857142857	0.000352374694856383	0.0247669071241915	818964;823908;828131;837724	AT4G01700;AT1G02360;AT2G43620;AT3G47540
36	GO:0009061	anaerobic respiration	http://amigo.geneontology.org/amigo/term/GO:0009061	11	3	0.157851578515785	19.0051948051948	0.000443418525639672	0.0303002659187109	820163;837061;840201	AT3G10020;AT1G33055;AT1G05575
37	GO:0019318	hexose metabolic process	http://amigo.geneontology.org/amigo/term/GO:0019318	129	8	1.85116851168512	4.32159468438538	0.000558640223222495	0.0364209413981137	817697;818376;818714;819057;819696;823934;827794;835258	AT5G51830;AT3G47800;AT2G31390;AT2G44500;AT2G37980;AT2G41150;AT4G20460;AT3G05320
38	GO:0071456	cellular response to hypoxia	http://amigo.geneontology.org/amigo/term/GO:0071456	27	4	0.387453874538745	10.3238095238095	0.00056259990777574	0.0364209413981137	839180;839183;841797;842139	AT1G53620;AT1G57630;AT1G26410;AT1G26380
39	GO:0043455	regulation of secondary metabolic process	http://amigo.geneontology.org/amigo/term/GO:0043455	49	5	0.703157031570316	7.11078717201166	0.000670214999770602	0.0422750999855303	817083;825164;838136;842880;844383	AT1G80440;AT1G15670;AT1G65690;AT2G25450;AT3G59940
40	GO:0006022	aminoglycan metabolic process	http://amigo.geneontology.org/amigo/term/GO:0006022	29	4	0.416154161541615	9.61182266009852	0.000744402520380771	0.0457807550034174	818964;823908;828131;837724	AT4G01700;AT1G02360;AT2G43620;AT3G47540
41	GO:0009966	regulation of signal transduction	http://amigo.geneontology.org/amigo/term/GO:0009966	406	15	5.82615826158262	2.57459535538353	0.000837732066217955	0.0485878413999488	814683;818403;821005;825164;827084;827913;827916;828718;829691;829946;833752;838136;843418;844383;28717277	AT2G01540;AT5G37740;AT3G17410;AT4G37900;AT1G70810;AT4G03450;AT1G80440;AT4G26120;AT1G15670;AT4G14390;AT4G03460;AT4G35380;AT2G38240;AT3G59940;AT1G29290
42	GO:0036294	cellular response to decreased oxygen levels	http://amigo.geneontology.org/amigo/term/GO:0036294	30	4	0.43050430504305	9.29142857142857	0.000849299666747072	0.0485878413999488	839180;839183;841797;842139	AT1G53620;AT1G57630;AT1G26410;AT1G26380
43	GO:0071453	cellular response to oxygen levels	http://amigo.geneontology.org/amigo/term/GO:0071453	30	4	0.43050430504305	9.29142857142857	0.000849299666747072	0.0485878413999488	839180;839183;841797;842139	AT1G53620;AT1G57630;AT1G26410;AT1G26380
44	GO:0005996	monosaccharide metabolic process	http://amigo.geneontology.org/amigo/term/GO:0005996	172	9	2.46822468224682	3.64634551495017	0.000877521467932851	0.0490614275253367	817697;818376;818708;818714;819057;819696;823934;827794;835258	AT5G51830;AT2G41090;AT3G47800;AT2G31390;AT2G44500;AT2G37980;AT2G41150;AT4G20460;AT3G05320
45	GO:0098869	cellular oxidant detoxification	http://amigo.geneontology.org/amigo/term/GO:0098869	173	9	2.48257482574826	3.62526837324525	0.000914271216108209	0.0499801598139154	818289;829479;829795;829907;829908;832172;833954;836531;836533	AT5G20500;AT5G64120;AT4G37530;AT4G37520;AT2G37130;AT4G33420;AT5G39580;AT5G64100;AT4G36430
